Filename,adjacent_overlap_all_sent,adjacent_overlap_all_sent_div_seg,adjacent_overlap_binary_all_sent,adjacent_overlap_cw_sent,adjacent_overlap_cw_sent_div_seg,adjacent_overlap_binary_cw_sent,adjacent_overlap_verb_sent,adjacent_overlap_verb_sent_div_seg,adjacent_overlap_binary_verb_sent,adjacent_overlap_argument_sent,adjacent_overlap_argument_sent_div_seg,adjacent_overlap_binary_argument_sent,basic_connectives,conjunctions,disjunctions,lexical_subordinators,coordinating_conjuncts,addition,sentence_linking,order,reason_and_purpose,all_causal,positive_causal,opposition,determiners,all_demonstratives,attended_demonstratives,unattended_demonstratives,all_additive,all_logical,positive_logical,negative_logical,all_temporal,positive_intentional,all_positive,all_negative,all_connective
test_papago.txt,0.227941176,6.2,1,0.026315789,0.4,0.4,0.0625,0.2,0.2,0.076923077,0.6,0.6,0.03902439,0.03902439,0,0.03902439,0.004878049,0.043902439,0.009756098,0,0,0.004878049,0.019512195,0.009756098,0.151219512,0.068292683,0.009756098,0.058536585,0.053658537,0.024390244,0,0.014634146,0,0,0.048780488,0.014634146,0.058536585
test_google.txt,0.23015873,5.8,1,0.029411765,0.4,0.4,0.058823529,0.2,0.2,0.135135135,1,0.6,0.04787234,0.04787234,0,0.031914894,0.005319149,0.04787234,0.010638298,0,0.005319149,0.005319149,0.015957447,0.010638298,0.154255319,0.058510638,0.010638298,0.04787234,0.058510638,0.021276596,0,0.015957447,0,0,0.04787234,0.015957447,0.063829787
